Connection Accepted: /127.0.0.13:12345

tiempo 1704234529500  tiempo 2 704238948300duration 4418800
tiempo 1704244049400  tiempo 2 704248367000duration 4317600
tiempo 1704253488200  tiempo 2 704257792200duration 4304000
tiempo 1704262542500  tiempo 2 704278859200duration 16316700
tiempo 1704283882000  tiempo 2 704288313000duration 4431000
tiempo 1704293558100  tiempo 2 704309768300duration 16210200
tiempo 1704315002300  tiempo 2 704319647100duration 4644800
tiempo 1704324826600  tiempo 2 704329174600duration 4348000
tiempo 1704334421500  tiempo 2 704338911600duration 4490100
tiempo 1704344035000  tiempo 2 704348385700duration 4350700
tiempo 1704353575500  tiempo 2 704358019500duration 4444000
tiempo 1704363075900  tiempo 2 704367482800duration 4406900
tiempo 1704369799300  tiempo 2 704373514800duration 3715500
tiempo 1704375253000  tiempo 2 704378746100duration 3493100
tiempo 1704383523900  tiempo 2 704388041700duration 4517800
tiempo 1704393094600  tiempo 2 704396655900duration 3561300
tiempo 1704400612300  tiempo 2 704404083400duration 3471100
tiempo 1704406198400  tiempo 2 704410437400duration 4239000
tiempo 1704412785200  tiempo 2 704417080700duration 4295500
tiempo 1704422236300  tiempo 2 704426502100duration 4265800
tiempo 1704431585500  tiempo 2 704435778100duration 4192600
tiempo 1704438139900  tiempo 2 704442363400duration 4223500
tiempo 1704447241300  tiempo 2 704545350000duration 98108700
tiempo 1704550624000  tiempo 2 704555678000duration 5054000
tiempo 1704561814300  tiempo 2 704566306400duration 4492100
tiempo 1704571564600  tiempo 2 704575932600duration 4368000
tiempo 1704582208300  tiempo 2 704586684800duration 4476500
tiempo 1704591148000  tiempo 2 704594889000duration 3741000
tiempo 1704597104100  tiempo 2 704600659300duration 3555200
tiempo 1704604992100  tiempo 2 704608412400duration 3420300
tiempo 1704612664700  tiempo 2 704616100900duration 3436200
tiempo 1704620257900  tiempo 2 704625010900duration 4753000
tiempo 1704629231700  tiempo 2 704632672300duration 3440600
tiempo 1704637024000  tiempo 2 704640468200duration 3444200
tiempo 1704642264900  tiempo 2 704645742100duration 3477200
tiempo 1704650529400  tiempo 2 704723926200duration 73396800
tiempo 1704731804500  tiempo 2 704738528200duration 6723700
tiempo 1704744961800  tiempo 2 704749503600duration 4541800
tiempo 1704754275800  tiempo 2 704757882800duration 3607000
tiempo 1704759732100  tiempo 2 704762990000duration 3257900
tiempo 1704766811800  tiempo 2 704770154400duration 3342600
tiempo 1704774269000  tiempo 2 704778387600duration 4118600
tiempo 1704782956300  tiempo 2 704787139300duration 4183000
tiempo 1704792386100  tiempo 2 704796897200duration 4511100
tiempo 1704802331900  tiempo 2 704806751900duration 4420000
tiempo 1704811911000  tiempo 2 704816825200duration 4914200
tiempo 1704822106600  tiempo 2 704826545700duration 4439100
tiempo 1704829191900  tiempo 2 704833605600duration 4413700
tiempo 1704838963600  tiempo 2 704843274100duration 4310500
tiempo 1704848455500  tiempo 2 704852711800duration 4256300
tiempo 1704857447600  tiempo 2 704860982800duration 3535200
tiempo 1704865062600  tiempo 2 704868995400duration 3932800
tiempo 1704873239400  tiempo 2 704876690700duration 3451300
tiempo 1704880598800  tiempo 2 704884144600duration 3545800
tiempo 1704886071200  tiempo 2 704889831700duration 3760500
tiempo 1704893986600  tiempo 2 704897425200duration 3438600
tiempo 1704902534500  tiempo 2 704919072300duration 16537800
tiempo 1704921552700  tiempo 2 704925855400duration 4302700
tiempo 1704928231800  tiempo 2 704932492900duration 4261100
tiempo 1704937890100  tiempo 2 704942879000duration 4988900
tiempo 1704947997600  tiempo 2 704952307800duration 4310200
tiempo 1704956715100  tiempo 2 704960279800duration 3564700
tiempo 1704965299500  tiempo 2 704969616400duration 4316900
tiempo 1704974695200  tiempo 2 704978924700duration 4229500
tiempo 1705023353000  tiempo 2 705031882800duration 8529800
tiempo 1705041600200  tiempo 2 705046729100duration 5128900
tiempo 1705052125700  tiempo 2 705057267400duration 5141700
tiempo 1705062751800  tiempo 2 705067320500duration 4568700
tiempo 1705072640600  tiempo 2 705076991100duration 4350500
tiempo 1705081803800  tiempo 2 705085487900duration 3684100
tiempo 1705087392900  tiempo 2 705090871300duration 3478400
tiempo 1705092662400  tiempo 2 705096110600duration 3448200
tiempo 1705100435500  tiempo 2 705104803500duration 4368000
tiempo 1705107310700  tiempo 2 705111698100duration 4387400
tiempo 1705116840700  tiempo 2 705121151200duration 4310500
tiempo 1705123558700  tiempo 2 705127810500duration 4251800
tiempo 1705132908500  tiempo 2 705137246900duration 4338400
tiempo 1705139713900  tiempo 2 705144120400duration 4406500
tiempo 1705149325400  tiempo 2 705153568400duration 4243000
tiempo 1705155937800  tiempo 2 705160295900duration 4358100
tiempo 1705165267900  tiempo 2 705169033700duration 3765800
tiempo 1705173047700  tiempo 2 705176894200duration 3846500
tiempo 1705181133400  tiempo 2 705184750800duration 3617400
tiempo 1705188597400  tiempo 2 705191987700duration 3390300
tiempo 1705196548900  tiempo 2 705200112500duration 3563600
tiempo 1705204623500  tiempo 2 705208654100duration 4030600
tiempo 1705211133200  tiempo 2 705215501300duration 4368100
tiempo 1705220924700  tiempo 2 705226499000duration 5574300
tiempo 1705231819100  tiempo 2 705236102100duration 4283000
tiempo 1705238514300  tiempo 2 705243014100duration 4499800
tiempo 1705248075300  tiempo 2 705253693000duration 5617700
tiempo 1705259477600  tiempo 2 705263384500duration 3906900
tiempo 1705265208400  tiempo 2 705269815500duration 4607100
tiempo 1705276490400  tiempo 2 705282185200duration 5694800
tiempo 1705288096700  tiempo 2 705293306400duration 5209700
tiempo 1705298786100  tiempo 2 705303172500duration 4386400
tiempo 1705308256200  tiempo 2 705312653500duration 4397300
tiempo 1705318477700  tiempo 2 705323268700duration 4791000
tiempo 1705325241800  tiempo 2 705328826100duration 3584300
tiempo 1705332757500  tiempo 2 705336169900duration 3412400
tiempo 1705337976300  tiempo 2 705342601100duration 4624800
tiempo 1705346473100  tiempo 2 705349807100duration 3334000
tiempo 1705351490500  tiempo 2 705354922300duration 3431800
tiempo 1705359204400  tiempo 2 705362674200duration 3469800
tiempo 1705366668500  tiempo 2 705370021500duration 3353000
tiempo 1705371840800  tiempo 2 705375256300duration 3415500
tiempo 1705379567900  tiempo 2 705385478200duration 5910300
tiempo 1705393043900  tiempo 2 705397958100duration 4914200
tiempo 1705404211400  tiempo 2 705408535000duration 4323600
tiempo 1705410484200  tiempo 2 705414207200duration 3723000
tiempo 1705416602600  tiempo 2 705420969200duration 4366600
tiempo 1705425726800  tiempo 2 705429252200duration 3525400
tiempo 1705431141900  tiempo 2 705434846300duration 3704400
tiempo 1705439657800  tiempo 2 705443348200duration 3690400
tiempo 1705445344000  tiempo 2 705448980100duration 3636100
tiempo 1705453067700  tiempo 2 705457240700duration 4173000
tiempo 1705462043000  tiempo 2 705466750500duration 4707500
tiempo 1705470118400  tiempo 2 705474958600duration 4840200
tiempo 1705480138300  tiempo 2 705484766200duration 4627900
tiempo 1705489908300  tiempo 2 705494237900duration 4329600
tiempo 1705496552700  tiempo 2 705500881500duration 4328800
tiempo 1705503191100  tiempo 2 705507520700duration 4329600
tiempo 1705509844400  tiempo 2 705514079100duration 4234700
tiempo 1705516218700  tiempo 2 705519843300duration 3624600
tiempo 1705521657300  tiempo 2 705525159400duration 3502100
tiempo 1705529148000  tiempo 2 705532674800duration 3526800
tiempo 1705534635800  tiempo 2 705538113600duration 3477800
tiempo 1705539944400  tiempo 2 705543720600duration 3776200
tiempo 1705545698900  tiempo 2 705549184400duration 3485500
tiempo 1705551071500  tiempo 2 705555628900duration 4557400
tiempo 1705562415300  tiempo 2 705567611500duration 5196200
tiempo 1705573803700  tiempo 2 705578976400duration 5172700
tiempo 1705585096100  tiempo 2 705620428800duration 35332700
tiempo 1705625628800  tiempo 2 705630161300duration 4532500
tiempo 1705632640900  tiempo 2 705637103900duration 4463000
tiempo 1705642375100  tiempo 2 705646939200duration 4564100
tiempo 1705649601500  tiempo 2 705654016100duration 4414600
tiempo 1705660042500  tiempo 2 705665047700duration 5005200
tiempo 1705670484200  tiempo 2 705674626000duration 4141800
tiempo 1705678709500  tiempo 2 705682160800duration 3451300
tiempo 1705684009100  tiempo 2 705688074400duration 4065300
tiempo 1705693202400  tiempo 2 705697634100duration 4431700
tiempo 1705699978600  tiempo 2 705704379400duration 4400800
tiempo 1705709487100  tiempo 2 705714913600duration 5426500
tiempo 1705720733900  tiempo 2 705725848300duration 5114400
tiempo 1705731458200  tiempo 2 705735933600duration 4475400
tiempo 1705738285900  tiempo 2 705742526300duration 4240400
tiempo 1705747990400  tiempo 2 705807104800duration 59114400
tiempo 1705820686700  tiempo 2 705827975600duration 7288900
tiempo 1705841406000  tiempo 2 705846412500duration 5006500
tiempo 1705848735700  tiempo 2 705852423300duration 3687600
tiempo 1705857100700  tiempo 2 705882478700duration 25378000
tiempo 1705887701300  tiempo 2 705892097700duration 4396400
tiempo 1705897376500  tiempo 2 705901675100duration 4298600
tiempo 1705906984900  tiempo 2 705911284500duration 4299600
tiempo 1705916673000  tiempo 2 705921224800duration 4551800
tiempo 1705926554000  tiempo 2 705930947300duration 4393300
tiempo 1705937314100  tiempo 2 705941807900duration 4493800
tiempo 1705946172000  tiempo 2 705949666700duration 3494700
tiempo 1705953783700  tiempo 2 705957121000duration 3337300
tiempo 1705959242000  tiempo 2 705962795800duration 3553800
tiempo 1705966782600  tiempo 2 705970379000duration 3596400
tiempo 1705974533100  tiempo 2 705981136400duration 6603300
tiempo 1705985446500  tiempo 2 705988929500duration 3483000
tiempo 1705992943600  tiempo 2 705996715100duration 3771500
tiempo 1705999163400  tiempo 2 706003433300duration 4269900
tiempo 1706008155500  tiempo 2 706011631800duration 3476300
tiempo 1706015485500  tiempo 2 706018850600duration 3365100
tiempo 1706023401800  tiempo 2 706026876300duration 3474500
tiempo 1706028838200  tiempo 2 706032405800duration 3567600
tiempo 1706034352700  tiempo 2 706037898400duration 3545700
tiempo 1706039764500  tiempo 2 706044547500duration 4783000
tiempo 1706049657700  tiempo 2 706053914400duration 4256700
tiempo 1706058740000  tiempo 2 706062324900duration 3584900
tiempo 1706066289500  tiempo 2 706070025800duration 3736300
tiempo 1706075141000  tiempo 2 706099714800duration 24573800
tiempo 1706108455300  tiempo 2 706113642000duration 5186700
tiempo 1706118925800  tiempo 2 706123237200duration 4311400
tiempo 1706128206600  tiempo 2 706131941700duration 3735100
tiempo 1706135942000  tiempo 2 706139308900duration 3366900
tiempo 1706143284600  tiempo 2 706146868600duration 3584000
tiempo 1706151809800  tiempo 2 706156093300duration 4283500
tiempo 1706160479700  tiempo 2 706163885400duration 3405700
tiempo 1706165700500  tiempo 2 706169268500duration 3568000
tiempo 1706174203400  tiempo 2 706178500900duration 4297500
tiempo 1706183050700  tiempo 2 706186472500duration 3421800
tiempo 1706188302500  tiempo 2 706191733100duration 3430600
tiempo 1706196196800  tiempo 2 706200442200duration 4245400
tiempo 1706202844500  tiempo 2 706206800400duration 3955900
tiempo 1706210881100  tiempo 2 706214248200duration 3367100
tiempo 1706216027500  tiempo 2 706219563700duration 3536200
tiempo 1706221782300  tiempo 2 706226100100duration 4317800
tiempo 1706231010200  tiempo 2 706234637900duration 3627700
tiempo 1706238686100  tiempo 2 706242329000duration 3642900
tiempo 1706244632600  tiempo 2 706248872700duration 4240100
tiempo 1706253862200  tiempo 2 706257463500duration 3601300
tiempo 1706261607800  tiempo 2 706302973200duration 41365400
tiempo 1706316223200  tiempo 2 706323372200duration 7149000
tiempo 1706329736600  tiempo 2 706334536800duration 4800200
tiempo 1706339478000  tiempo 2 706344156600duration 4678600
tiempo 1706346143600  tiempo 2 706349664700duration 3521100
tiempo 1706351587300  tiempo 2 706355317400duration 3730100
tiempo 1706357698700  tiempo 2 706361775900duration 4077200
tiempo 1706367646200  tiempo 2 706372296600duration 4650400
tiempo 1706380589200  tiempo 2 706386904900duration 6315700
tiempo 1706389345600  tiempo 2 706393133700duration 3788100
tiempo 1706397266100  tiempo 2 706400670300duration 3404200
tiempo 1706404741300  tiempo 2 706408212400duration 3471100
tiempo 1706412314500  tiempo 2 706415710500duration 3396000
tiempo 1706417588300  tiempo 2 706420971700duration 3383400
tiempo 1706424975100  tiempo 2 706428445900duration 3470800
tiempo 1706430365600  tiempo 2 706434329600duration 3964000
tiempo 1706440461300  tiempo 2 706445026000duration 4564700
tiempo 1706450931200  tiempo 2 706455216500duration 4285300
tiempo 1706460389300  tiempo 2 706465127100duration 4737800
tiempo 1706470202400  tiempo 2 706474795900duration 4593500
tiempo 1706479525000  tiempo 2 706483264000duration 3739000
tiempo 1706487669200  tiempo 2 706492161700duration 4492500
tiempo 1706493977000  tiempo 2 706497380300duration 3403300
tiempo 1706501598000  tiempo 2 706508447400duration 6849400
tiempo 1706512332300  tiempo 2 706515706500duration 3374200
tiempo 1706520223300  tiempo 2 706523735000duration 3511700
tiempo 1706525538600  tiempo 2 706528959400duration 3420800
tiempo 1706532984900  tiempo 2 706536477600duration 3492700
tiempo 1706541557000  tiempo 2 706546896700duration 5339700
tiempo 1706549447800  tiempo 2 706553717800duration 4270000
tiempo 1706555795100  tiempo 2 706559619100duration 3824000
tiempo 1706564285300  tiempo 2 706569385800duration 5100500
tiempo 1706571724200  tiempo 2 706598414600duration 26690400
tiempo 1706607220100  tiempo 2 706612713600duration 5493500
tiempo 1706618059600  tiempo 2 706622262700duration 4203100
tiempo 1706627116300  tiempo 2 706631436100duration 4319800
tiempo 1706633732000  tiempo 2 706637950900duration 4218900
tiempo 1706640303200  tiempo 2 706644553000duration 4249800
tiempo 1706649349800  tiempo 2 706653045600duration 3695800
tiempo 1706654917200  tiempo 2 706658416000duration 3498800
tiempo 1706660221700  tiempo 2 706663638200duration 3416500
tiempo 1706665461900  tiempo 2 706668917500duration 3455600
tiempo 1706674123700  tiempo 2 706679122800duration 4999100
tiempo 1706684648500  tiempo 2 706688696000duration 4047500
tiempo 1706690601800  tiempo 2 706694090800duration 3489000
tiempo 1706698107600  tiempo 2 706701408600duration 3301000
tiempo 1706703367300  tiempo 2 706706880300duration 3513000
tiempo 1706710924600  tiempo 2 706714317200duration 3392600
tiempo 1706716205500  tiempo 2 706720078900duration 3873400
tiempo 1706722365100  tiempo 2 706726561100duration 4196000
tiempo 1706729017100  tiempo 2 706733072100duration 4055000
tiempo 1706738033300  tiempo 2 706743021900duration 4988600
tiempo 1706745755800  tiempo 2 706753489300duration 7733500
tiempo 1706755801000  tiempo 2 706759464500duration 3663500
tiempo 1706763470200  tiempo 2 706766831600duration 3361400
tiempo 1706770849900  tiempo 2 706774332200duration 3482300
tiempo 1706776164300  tiempo 2 706779572100duration 3407800
tiempo 1706781401700  tiempo 2 706797166900duration 15765200
tiempo 1706804781300  tiempo 2 706809750800duration 4969500
tiempo 1706814760300  tiempo 2 706819387600duration 4627300
tiempo 1706821318200  tiempo 2 706824670600duration 3352400
tiempo 1706828475200  tiempo 2 706831622200duration 3147000
tiempo 1706833397700  tiempo 2 706837006200duration 3608500
tiempo 1706842043800  tiempo 2 706846501100duration 4457300
tiempo 1706851553800  tiempo 2 706855590400duration 4036600
tiempo 1706859692300  tiempo 2 706863095800duration 3403500
tiempo 1706867324700  tiempo 2 706871824500duration 4499800
tiempo 1706876913600  tiempo 2 706881270000duration 4356400
tiempo 1706885728800  tiempo 2 706889153000duration 3424200
tiempo 1706893147500  tiempo 2 706896588200duration 3440700
tiempo 1706901041100  tiempo 2 706904514300duration 3473200
tiempo 1706908508300  tiempo 2 706911861400duration 3353100
tiempo 1706915791100  tiempo 2 706919247400duration 3456300
tiempo 1706921126500  tiempo 2 706924510900duration 3384400
tiempo 1706926430200  tiempo 2 706930122200duration 3692000
tiempo 1706934266800  tiempo 2 706937946600duration 3679800
tiempo 1706941896200  tiempo 2 706945289200duration 3393000
tiempo 1706947435000  tiempo 2 706951585200duration 4150200
tiempo 1706953954300  tiempo 2 706978675800duration 24721500
tiempo 1706987968900  tiempo 2 706993526400duration 5557500
tiempo 1706998867800  tiempo 2 707002939400duration 4071600
tiempo 1707007194700  tiempo 2 707011102500duration 3907800
tiempo 1707016096500  tiempo 2 707020353700duration 4257200
tiempo 1707022614400  tiempo 2 707026317400duration 3703000
tiempo 1707028185900  tiempo 2 707031602700duration 3416800
tiempo 1707033419700  tiempo 2 707036916900duration 3497200
tiempo 1707039190100  tiempo 2 707043645000duration 4454900
tiempo 1707046181100  tiempo 2 707051427400duration 5246300
tiempo 1707053565300  tiempo 2 707057166500duration 3601200
tiempo 1707061221500  tiempo 2 707064661600duration 3440100
tiempo 1707066556600  tiempo 2 707077421700duration 10865100
tiempo 1707085923200  tiempo 2 707091509900duration 5586700
tiempo 1707094118900  tiempo 2 707099179800duration 5060900
tiempo 1707101201600  tiempo 2 707104718300duration 3516700
tiempo 1707106490300  tiempo 2 707109631600duration 3141300
tiempo 1707113488300  tiempo 2 707116858400duration 3370100
tiempo 1707120824700  tiempo 2 707124298000duration 3473300
tiempo 1707126191500  tiempo 2 707129651900duration 3460400
tiempo 1707131451000  tiempo 2 707134864700duration 3413700
tiempo 1707136802900  tiempo 2 707140417200duration 3614300
tiempo 1707145385500  tiempo 2 707150577000duration 5191500
tiempo 1707156787100  tiempo 2 707161357500duration 4570400
tiempo 1707163616600  tiempo 2 707167853500duration 4236900
tiempo 1707172824100  tiempo 2 707177187100duration 4363000
tiempo 1707179375300  tiempo 2 707183102000duration 3726700
tiempo 1707185334900  tiempo 2 707188954100duration 3619200
tiempo 1707190776700  tiempo 2 707194267400duration 3490700
tiempo 1707199338500  tiempo 2 707203605700duration 4267200
tiempo 1707208169500  tiempo 2 707211648300duration 3478800
tiempo 1707213526000  tiempo 2 707217128700duration 3602700
tiempo 1707221321700  tiempo 2 707224720200duration 3398500
tiempo 1707228834600  tiempo 2 707232230700duration 3396100
tiempo 1707234152500  tiempo 2 707237583600duration 3431100
tiempo 1707241800900  tiempo 2 707245527700duration 3726800
tiempo 1707248032600  tiempo 2 707253329800duration 5297200
tiempo 1707260865900  tiempo 2 707265184700duration 4318800
tiempo 1707267081200  tiempo 2 707270502300duration 3421100
tiempo 1707274551800  tiempo 2 707278092600duration 3540800
tiempo 1707283248500  tiempo 2 707287618000duration 4369500
tiempo 1707292064400  tiempo 2 707295496000duration 3431600
tiempo 1707297335900  tiempo 2 707300769800duration 3433900
tiempo 1707304729200  tiempo 2 707308267200duration 3538000
tiempo 1707310273200  tiempo 2 707314125600duration 3852400
tiempo 1707318824900  tiempo 2 707323425500duration 4600600
tiempo 1707325779200  tiempo 2 707330129800duration 4350600
tiempo 1707332503800  tiempo 2 707336845600duration 4341800
tiempo 1707353156500  tiempo 2 707356581100duration 3424600
tiempo 1707361466600  tiempo 2 707372869400duration 11402800
tiempo 1707375213700  tiempo 2 707431439700duration 56226000
tiempo 1707438775000  tiempo 2 707443618500duration 4843500
tiempo 1707445861100  tiempo 2 707451757300duration 5896200
tiempo 1707454001500  tiempo 2 707457351200duration 3349700
tiempo 1707461970800  tiempo 2 707466421600duration 4450800
tiempo 1707468974800  tiempo 2 707473086400duration 4111600
tiempo 1707477202800  tiempo 2 707480578800duration 3376000
tiempo 1707482560500  tiempo 2 707486124300duration 3563800
tiempo 1707490523500  tiempo 2 707493908400duration 3384900
tiempo 1707497975900  tiempo 2 707502345800duration 4369900
tiempo 1707504695900  tiempo 2 707508727700duration 4031800
tiempo 1707513200900  tiempo 2 707516866900duration 3666000
tiempo 1707521326800  tiempo 2 707526112300duration 4785500
tiempo 1707528844500  tiempo 2 707532978400duration 4133900
tiempo 1707535329200  tiempo 2 707539169900duration 3840700
tiempo 1707540981300  tiempo 2 707545399800duration 4418500
tiempo 1707549526200  tiempo 2 707552998500duration 3472300
tiempo 1707554911100  tiempo 2 707582761200duration 27850100
tiempo 1707588202800  tiempo 2 707592936900duration 4734100
tiempo 1707599136700  tiempo 2 707603011600duration 3874900
tiempo 1707607481700  tiempo 2 707611033900duration 3552200
tiempo 1707614948400  tiempo 2 707618111500duration 3163100
tiempo 1707622128300  tiempo 2 707625527000duration 3398700
tiempo 1707627519500  tiempo 2 707631009600duration 3490100
tiempo 1707635137800  tiempo 2 707638624600duration 3486800
tiempo 1707642575900  tiempo 2 707645950300duration 3374400
tiempo 1707647854700  tiempo 2 707651451400duration 3596700
tiempo 1707657159900  tiempo 2 707661119200duration 3959300
tiempo 1707663019100  tiempo 2 707666678700duration 3659600
tiempo 1707669016400  tiempo 2 707673326300duration 4309900
tiempo 1707675949400  tiempo 2 707680314100duration 4364700
tiempo 1707682540200  tiempo 2 707686762200duration 4222000
tiempo 1707691790500  tiempo 2 707697332500duration 5542000
tiempo 1707704193000  tiempo 2 707710439500duration 6246500
tiempo 1707715873100  tiempo 2 707720187400duration 4314300
tiempo 1707724759500  tiempo 2 707728269300duration 3509800
tiempo 1707732171000  tiempo 2 707735641600duration 3470600
tiempo 1707739569400  tiempo 2 707742919900duration 3350500
tiempo 1707744780800  tiempo 2 707748137600duration 3356800
tiempo 1707749910500  tiempo 2 707753300700duration 3390200
tiempo 1707757502600  tiempo 2 707761522700duration 4020100
tiempo 1707763807500  tiempo 2 707768114600duration 4307100
tiempo 1707772700800  tiempo 2 707776153500duration 3452700
tiempo 1707778028000  tiempo 2 707782529900duration 4501900
tiempo 1707786605800  tiempo 2 707789997800duration 3392000
tiempo 1707791965000  tiempo 2 707827159100duration 35194100
tiempo 1707835106200  tiempo 2 707840219400duration 5113200
tiempo 1707845825600  tiempo 2 707850204500duration 4378900
tiempo 1707854748300  tiempo 2 707858195900duration 3447600
tiempo 1707860021300  tiempo 2 707863526400duration 3505100
tiempo 1707867523400  tiempo 2 707871087900duration 3564500
tiempo 1707875690100  tiempo 2 707879602200duration 3912100
tiempo 1707881850300  tiempo 2 707886098500duration 4248200
tiempo 1707888266400  tiempo 2 707892599600duration 4333200
tiempo 1707986036900  tiempo 2 707999440900duration 13404000
tiempo 1708008472700  tiempo 2 708013905400duration 5432700
tiempo 1708019306800  tiempo 2 708023396800duration 4090000
tiempo 1708027583300  tiempo 2 708030876700duration 3293400
tiempo 1708034638200  tiempo 2 708038125600duration 3487400
tiempo 1708043003200  tiempo 2 708046941700duration 3938500
tiempo 1708051917500  tiempo 2 708055752300duration 3834800
tiempo 1708057782800  tiempo 2 708061982900duration 4200100
tiempo 1708067746300  tiempo 2 708071511300duration 3765000
tiempo 1708073495000  tiempo 2 708077105800duration 3610800
tiempo 1708081294600  tiempo 2 708084842100duration 3547500
tiempo 1708089970000  tiempo 2 708094279000duration 4309000
tiempo 1708098913000  tiempo 2 708102402600duration 3489600
tiempo 1708104299500  tiempo 2 708107752400duration 3452900
tiempo 1708111740200  tiempo 2 708115288800duration 3548600
tiempo 1708117142800  tiempo 2 708120526800duration 3384000
tiempo 1708124626600  tiempo 2 708128642100duration 4015500
tiempo 1708131028200  tiempo 2 708135886800duration 4858600
tiempo 1708137888300  tiempo 2 708141337800duration 3449500
tiempo 1708145916200  tiempo 2 708150285400duration 4369200
tiempo 1708152689500  tiempo 2 708156873100duration 4183600
tiempo 1708158856400  tiempo 2 708162322200duration 3465800
tiempo 1708164125700  tiempo 2 708167559500duration 3433800
tiempo 1708169339700  tiempo 2 708172831600duration 3491900
tiempo 1708174638600  tiempo 2 708178373200duration 3734600
tiempo 1708182422500  tiempo 2 708185753500duration 3331000
tiempo 1708187587800  tiempo 2 708191386900duration 3799100
tiempo 1708193761000  tiempo 2 708198433800duration 4672800
tiempo 1708200965200  tiempo 2 708204897900duration 3932700
tiempo 1708206883200  tiempo 2 708210442800duration 3559600
tiempo 1708215122900  tiempo 2 708219297300duration 4174400
tiempo 1708224297200  tiempo 2 708230939600duration 6642400
tiempo 1708236826700  tiempo 2 708242160400duration 5333700
tiempo 1708246702600  tiempo 2 708250282800duration 3580200
tiempo 1708252323000  tiempo 2 708256597400duration 4274400
tiempo 1708261485900  tiempo 2 708265802600duration 4316700
tiempo 1708268082900  tiempo 2 708271876700duration 3793800
tiempo 1708275909600  tiempo 2 708279298600duration 3389000
tiempo 1708281098500  tiempo 2 708284590800duration 3492300
tiempo 1708294354100  tiempo 2 708328657800duration 34303700
tiempo 1708338645500  tiempo 2 708344126500duration 5481000
tiempo 1708346726500  tiempo 2 708350916900duration 4190400
tiempo 1708353029600  tiempo 2 708356587400duration 3557800
tiempo 1708358528800  tiempo 2 708361682800duration 3154000
tiempo 1708365352100  tiempo 2 708368535000duration 3182900
tiempo 1708372388700  tiempo 2 708376715600duration 4326900
tiempo 1708380720600  tiempo 2 708384138800duration 3418200
tiempo 1708386097400  tiempo 2 708389772200duration 3674800
tiempo 1708393911500  tiempo 2 708397313100duration 3401600
tiempo 1708399330500  tiempo 2 708402819500duration 3489000
tiempo 1708404725100  tiempo 2 708408294400duration 3569300
tiempo 1708412324700  tiempo 2 708415984700duration 3660000
tiempo 1708420222000  tiempo 2 708423774400duration 3552400
tiempo 1708427727000  tiempo 2 708431084000duration 3357000
tiempo 1708435038700  tiempo 2 708438417300duration 3378600
tiempo 1708442356000  tiempo 2 708445749100duration 3393100
tiempo 1708449728300  tiempo 2 708453023000duration 3294700
tiempo 1708456886600  tiempo 2 708460431000duration 3544400
tiempo 1708464573400  tiempo 2 708468870700duration 4297300
tiempo 1708471823900  tiempo 2 708476612300duration 4788400
tiempo 1708478852400  tiempo 2 708482509800duration 3657400
tiempo 1708486408100  tiempo 2 708489661200duration 3253100
tiempo 1708491430300  tiempo 2 708495209400duration 3779100
tiempo 1708500261500  tiempo 2 708606270700duration 106009200
tiempo 1708612127200  tiempo 2 708616481300duration 4354100
tiempo 1708618737900  tiempo 2 708622667000duration 3929100
tiempo 1708624870300  tiempo 2 708628788800duration 3918500
tiempo 1708633373900  tiempo 2 708636828300duration 3454400
tiempo 1708640856900  tiempo 2 708644477000duration 3620100
tiempo 1708646603400  tiempo 2 708650774300duration 4170900
tiempo 1708656463000  tiempo 2 708660869300duration 4406300
tiempo 1708662954100  tiempo 2 708666463300duration 3509200
tiempo 1708668316500  tiempo 2 708671826200duration 3509700
tiempo 1708675820600  tiempo 2 708680472000duration 4651400
tiempo 1708684577400  tiempo 2 708688042600duration 3465200
tiempo 1708692771700  tiempo 2 708697280400duration 4508700
tiempo 1708702352000  tiempo 2 708705995100duration 3643100
tiempo 1708707852000  tiempo 2 708711290000duration 3438000
tiempo 1708715206600  tiempo 2 708718492200duration 3285600
tiempo 1708720336000  tiempo 2 708723803300duration 3467300
tiempo 1708728222500  tiempo 2 708731664600duration 3442100
tiempo 1708735663400  tiempo 2 708739222300duration 3558900
tiempo 1708744564500  tiempo 2 708749863400duration 5298900
tiempo 1708752337900  tiempo 2 708756647500duration 4309600
tiempo 1708758988700  tiempo 2 708763278400duration 4289700
tiempo 1708765600500  tiempo 2 708769952500duration 4352000
tiempo 1708774380200  tiempo 2 708777833100duration 3452900
tiempo 1708781883100  tiempo 2 708786224400duration 4341300
tiempo 1708791526800  tiempo 2 708795368300duration 3841500
tiempo 1708797238600  tiempo 2 708912999100duration 115760500
tiempo 1708929255600  tiempo 2 708937464500duration 8208900
tiempo 1708947730400  tiempo 2 708952079900duration 4349500
tiempo 1708956566500  tiempo 2 708960507600duration 3941100
tiempo 1708967425500  tiempo 2 708971967600duration 4542100
tiempo 1708978049500  tiempo 2 708982463600duration 4414100
tiempo 1708987528500  tiempo 2 709027215200duration 39686700
tiempo 1709031000400  tiempo 2 709034284500duration 3284100
tiempo 1709036199700  tiempo 2 709040320400duration 4120700
tiempo 1709046160600  tiempo 2 709050751300duration 4590700
tiempo 1709055302700  tiempo 2 709058750600duration 3447900
tiempo 1709062567500  tiempo 2 709065938600duration 3371100
tiempo 1709069907800  tiempo 2 709074541200duration 4633400
tiempo 1709076942100  tiempo 2 709084009400duration 7067300
tiempo 1709088745300  tiempo 2 709092263800duration 3518500
